unit,year,treated_group,post,treated_post,event_time,outcome
80,2018,0,0,0,-999,22.45100708042493
80,2019,0,0,0,-999,20.820742173993214
80,2020,0,1,0,-999,21.78746331887731
80,2021,0,1,0,-999,24.632346853444254
80,2022,0,1,0,-999,23.869209214765895
80,2023,0,1,0,-999,24.582112497822262
81,2016,0,0,0,-999,22.874464794618255
81,2017,0,0,0,-999,20.78441604470708
81,2018,0,0,0,-999,21.19839071749916
81,2019,0,0,0,-999,21.09732714966185
81,2020,0,1,0,-999,25.50485322359406
81,2021,0,1,0,-999,24.06880038181492
81,2022,0,1,0,-999,23.83741779151062
81,2023,0,1,0,-999,23.551648889657038
82,2016,0,0,0,-999,19.34044639073967
82,2017,0,0,0,-999,22.445303677509006
82,2018,0,0,0,-999,20.463161368257257
82,2019,0,0,0,-999,24.65016501847252
82,2020,0,1,0,-999,24.399151179357585
82,2021,0,1,0,-999,22.511500657593423
82,2022,0,1,0,-999,22.88598565828022
82,2023,0,1,0,-999,25.73743547584311
83,2016,0,0,0,-999,20.758480643250696
83,2017,0,0,0,-999,20.638152007136497
83,2018,0,0,0,-999,23.278680982463328
83,2019,0,0,0,-999,23.469270587831097
83,2020,0,1,0,-999,22.142996103390683
83,2021,0,1,0,-999,24.165567220355573
83,2022,0,1,0,-999,24.86545177165113
83,2023,0,1,0,-999,24.193921196236207
84,2016,0,0,0,-999,20.091699907858985
84,2017,0,0,0,-999,18.715952679323923
84,2018,0,0,0,-999,18.330428405842568
84,2019,0,0,0,-999,20.049113974212418
84,2020,0,1,0,-999,21.79445182057819
84,2021,0,1,0,-999,22.570310432193004
84,2022,0,1,0,-999,21.338258060728997
84,2023,0,1,0,-999,21.179915412123627
85,2016,0,0,0,-999,23.581869399272367
85,2017,0,0,0,-999,20.93429207315226
85,2018,0,0,0,-999,21.635198205165853
85,2019,0,0,0,-999,22.603510139939804
85,2020,0,1,0,-999,22.276786234713246
85,2021,0,1,0,-999,22.19443181765028
85,2022,0,1,0,-999,22.3421795036
85,2023,0,1,0,-999,21.767806522039248
86,2016,0,0,0,-999,19.45617202736043
86,2017,0,0,0,-999,20.77939304683838
86,2018,0,0,0,-999,23.02841667712917
86,2019,0,0,0,-999,21.260807763092487
86,2020,0,1,0,-999,23.855709692882375
86,2021,0,1,0,-999,23.512499162562197
86,2022,0,1,0,-999,22.869713891843976
86,2023,0,1,0,-999,24.434577166579487
87,2016,0,0,0,-999,21.794892616472456
87,2017,0,0,0,-999,23.3533620062353
87,2018,0,0,0,-999,23.402414917501737
87,2019,0,0,0,-999,24.297453844416605
87,2020,0,1,0,-999,24.815349596471016
87,2021,0,1,0,-999,27.006117190632068
87,2022,0,1,0,-999,25.261231322265402
87,2023,0,1,0,-999,26.668348589554874
88,2016,0,0,0,-999,17.468042283973702
88,2017,0,0,0,-999,15.876350329413903
88,2018,0,0,0,-999,18.477165314578592
88,2019,0,0,0,-999,16.75496209001817
88,2020,0,1,0,-999,18.937566137101484
88,2021,0,1,0,-999,16.6005026872618
88,2022,0,1,0,-999,17.802377610415224
88,2023,0,1,0,-999,20.380956774990118
89,2016,0,0,0,-999,18.87938810192383
89,2017,0,0,0,-999,21.97019471777674
89,2018,0,0,0,-999,18.750014858070216
89,2019,0,0,0,-999,19.990518796664396
89,2020,0,1,0,-999,23.945960100782564
89,2021,0,1,0,-999,20.39061728384746
89,2022,0,1,0,-999,22.635702584290765
89,2023,0,1,0,-999,24.591341079609
90,2016,0,0,0,-999,18.552560175388614
90,2017,0,0,0,-999,21.422157074473905
90,2018,0,0,0,-999,21.79510503490786
90,2019,0,0,0,-999,21.727639086600675
90,2020,0,1,0,-999,21.652052727082136
90,2021,0,1,0,-999,22.620386359505957
90,2022,0,1,0,-999,22.682094146084108
90,2023,0,1,0,-999,23.25717325502353
91,2016,0,0,0,-999,18.740374544161504
91,2017,0,0,0,-999,20.612887000879592
91,2018,0,0,0,-999,22.066822193799943
91,2019,0,0,0,-999,22.27260239986256
91,2020,0,1,0,-999,22.721540277961765
91,2021,0,1,0,-999,22.301782839511617
91,2022,0,1,0,-999,23.349316284353147
91,2023,0,1,0,-999,23.84587594228376
92,2016,0,0,0,-999,21.135671183616246
92,2017,0,0,0,-999,21.727452850602884
92,2018,0,0,0,-999,20.714951857978498
92,2019,0,0,0,-999,22.64505196025593
92,2020,0,1,0,-999,22.733373624207722
92,2021,0,1,0,-999,21.97553086562775
92,2022,0,1,0,-999,24.609579009532595
92,2023,0,1,0,-999,23.293537379121986
93,2016,0,0,0,-999,18.168682625160354
93,2017,0,0,0,-999,20.083323667639725
93,2018,0,0,0,-999,18.418968113505198
93,2019,0,0,0,-999,23.438002786577105
93,2020,0,1,0,-999,23.467762059659403
93,2021,0,1,0,-999,20.59403543256168
93,2022,0,1,0,-999,22.65378660864943
93,2023,0,1,0,-999,24.11516386738419
94,2016,0,0,0,-999,16.95346847834174
94,2017,0,0,0,-999,18.296254074846864
94,2018,0,0,0,-999,17.16628346056013
94,2019,0,0,0,-999,20.041444172193216
94,2020,0,1,0,-999,21.658427342812868
94,2021,0,1,0,-999,22.304542048414753
94,2022,0,1,0,-999,21.41372683300045
94,2023,0,1,0,-999,20.2203528486151
95,2016,0,0,0,-999,17.888308836236014
95,2017,0,0,0,-999,20.572134023996373
95,2018,0,0,0,-999,20.49430176348701
95,2019,0,0,0,-999,19.958859244565158
95,2020,0,1,0,-999,20.709764001195392
95,2021,0,1,0,-999,20.77988441663887
95,2022,0,1,0,-999,23.523840299410605
95,2023,0,1,0,-999,21.06429805517477
96,2016,0,0,0,-999,19.245148324783447
96,2017,0,0,0,-999,21.041108265440634
96,2018,0,0,0,-999,21.687805395989816
96,2019,0,0,0,-999,21.836980037123073
96,2020,0,1,0,-999,22.116102366622183
96,2021,0,1,0,-999,24.696899351217773
96,2022,0,1,0,-999,23.96878751243112
96,2023,0,1,0,-999,23.98948720448116
97,2016,0,0,0,-999,20.984819576458612
97,2017,0,0,0,-999,20.94389342538076
97,2018,0,0,0,-999,22.834686592061267
97,2019,0,0,0,-999,19.992505516924624
97,2020,0,1,0,-999,22.25831096368202
97,2021,0,1,0,-999,22.387488766322996
97,2022,0,1,0,-999,23.80542335338398
97,2023,0,1,0,-999,25.613434979839237
98,2016,0,0,0,-999,19.085198049122038
98,2017,0,0,0,-999,19.47997241787524
98,2018,0,0,0,-999,21.06329619541243
98,2019,0,0,0,-999,21.575317947356528
98,2020,0,1,0,-999,22.573485710707818
98,2021,0,1,0,-999,21.816466780152027
98,2022,0,1,0,-999,24.207091919376314
98,2023,0,1,0,-999,23.243800305430433
99,2016,0,0,0,-999,22.146272487767785
99,2017,0,0,0,-999,27.496290282977657
99,2018,0,0,0,-999,26.14496403033092
99,2019,0,0,0,-999,25.673607752803047
99,2020,0,1,0,-999,26.027409381513504
99,2021,0,1,0,-999,26.477038516453316
99,2022,0,1,0,-999,28.39717788319591
99,2023,0,1,0,-999,25.872900515262966
100,2016,0,0,0,-999,19.9428026683132
100,2017,0,0,0,-999,20.027000436719373
100,2018,0,0,0,-999,19.932274173396024
100,2019,0,0,0,-999,19.339992539754792
100,2020,0,1,0,-999,21.63695414976614
100,2021,0,1,0,-999,19.939462598249104
100,2022,0,1,0,-999,21.845141800311794
100,2023,0,1,0,-999,22.801448120622304
101,2016,0,0,0,-999,21.10840513890812
101,2017,0,0,0,-999,23.15737466732812
101,2018,0,0,0,-999,21.058193529752668
101,2019,0,0,0,-999,22.99267082934192
101,2020,0,1,0,-999,23.111325861565746
101,2021,0,1,0,-999,22.897998261600918
101,2022,0,1,0,-999,24.43256589629301
101,2023,0,1,0,-999,25.356005193039937
102,2016,0,0,0,-999,23.67733968089137
102,2017,0,0,0,-999,24.796891378548395
102,2018,0,0,0,-999,26.57787078733246
102,2019,0,0,0,-999,26.03393316263581
102,2020,0,1,0,-999,26.034138584359436
102,2021,0,1,0,-999,25.45847882540643
102,2022,0,1,0,-999,28.54471716137492
102,2023,0,1,0,-999,27.609007161140248
103,2016,0,0,0,-999,20.747103291900356
103,2017,0,0,0,-999,20.694455491586808
103,2018,0,0,0,-999,21.12105188406452
103,2019,0,0,0,-999,21.748496004574527
103,2020,0,1,0,-999,23.47334293982398
103,2021,0,1,0,-999,20.69505385382382
103,2022,0,1,0,-999,23.96034286999847
103,2023,0,1,0,-999,23.037307221434983
104,2016,0,0,0,-999,17.81714666965762
104,2017,0,0,0,-999,18.930558773352967
104,2018,0,0,0,-999,20.521382761884638
104,2019,0,0,0,-999,20.922841103397626
104,2020,0,1,0,-999,21.31570199475618
104,2021,0,1,0,-999,20.890360891759233
104,2022,0,1,0,-999,23.65347600026817
104,2023,0,1,0,-999,21.97831522855396
105,2016,0,0,0,-999,23.93595561968152
105,2017,0,0,0,-999,24.223601441895397
105,2018,0,0,0,-999,24.624263281984778
105,2019,0,0,0,-999,24.693675768387518
105,2020,0,1,0,-999,25.28563387089057
105,2021,0,1,0,-999,23.770518899344168
105,2022,0,1,0,-999,27.668591432236717
105,2023,0,1,0,-999,25.72730193644027
106,2016,0,0,0,-999,19.11627015704305
106,2017,0,0,0,-999,19.625136489492203
106,2018,0,0,0,-999,22.564067056831956
106,2019,0,0,0,-999,21.056621826617512
106,2020,0,1,0,-999,22.994150361100946
106,2021,0,1,0,-999,21.232294191631908
106,2022,0,1,0,-999,21.828005101759853
106,2023,0,1,0,-999,21.92665424959746
107,2016,0,0,0,-999,18.6935487660639
107,2017,0,0,0,-999,17.347099548655812
107,2018,0,0,0,-999,19.044100302136524
107,2019,0,0,0,-999,20.8226457009982
107,2020,0,1,0,-999,20.951433435017755
107,2021,0,1,0,-999,20.14765750388915
107,2022,0,1,0,-999,22.155105391445915
107,2023,0,1,0,-999,23.415314425501286
108,2016,0,0,0,-999,17.939662558169566
108,2017,0,0,0,-999,15.534268969232214
108,2018,0,0,0,-999,18.471731046910815
108,2019,0,0,0,-999,19.728284770843405
108,2020,0,1,0,-999,19.091897848265077
108,2021,0,1,0,-999,19.41247212739629
108,2022,0,1,0,-999,17.839597935946816
108,2023,0,1,0,-999,20.396992559391407
109,2016,0,0,0,-999,21.34810513102726
109,2017,0,0,0,-999,19.011765741729988
109,2018,0,0,0,-999,22.41688723943637
109,2019,0,0,0,-999,23.74436591089899
109,2020,0,1,0,-999,23.300611667493865
109,2021,0,1,0,-999,22.9521945380289
109,2022,0,1,0,-999,24.33850484956012
109,2023,0,1,0,-999,25.905547262474077
110,2016,0,0,0,-999,16.869940746507698
110,2017,0,0,0,-999,18.559429928816478
110,2018,0,0,0,-999,19.399125429349283
110,2019,0,0,0,-999,19.311871501659642
110,2020,0,1,0,-999,19.457227438976556
110,2021,0,1,0,-999,18.905824810594563
110,2022,0,1,0,-999,20.437029145759034
110,2023,0,1,0,-999,22.210076378272944
111,2016,0,0,0,-999,18.17020099731485
111,2017,0,0,0,-999,19.63844556877569
111,2018,0,0,0,-999,22.02466662869424
111,2019,0,0,0,-999,21.731967865493708
111,2020,0,1,0,-999,21.551554824396362
111,2021,0,1,0,-999,20.701113630101112
111,2022,0,1,0,-999,21.98518085057042
111,2023,0,1,0,-999,22.27517622256672
112,2016,0,0,0,-999,19.775986403739022
112,2017,0,0,0,-999,19.46936648483321
112,2018,0,0,0,-999,21.530283918088514
112,2019,0,0,0,-999,21.418958029801928
112,2020,0,1,0,-999,22.656936160742166
112,2021,0,1,0,-999,23.098531779821226
112,2022,0,1,0,-999,21.76395344465908
112,2023,0,1,0,-999,23.173913388468645
113,2016,0,0,0,-999,19.113967799812905
113,2017,0,0,0,-999,20.149807224096136
113,2018,0,0,0,-999,20.22358078606179
113,2019,0,0,0,-999,21.70629671855099
113,2020,0,1,0,-999,21.16493928474784
113,2021,0,1,0,-999,19.896372232790053
113,2022,0,1,0,-999,22.196749117633516
113,2023,0,1,0,-999,24.865312611552888
114,2016,0,0,0,-999,15.363761168481515
114,2017,0,0,0,-999,17.590928436732828
114,2018,0,0,0,-999,19.45074545823634
114,2019,0,0,0,-999,21.174059795051267
114,2020,0,1,0,-999,20.613365377716512
114,2021,0,1,0,-999,18.736784241176913
114,2022,0,1,0,-999,20.446040712288944
114,2023,0,1,0,-999,21.43644355319789
115,2016,0,0,0,-999,21.91890828423016
115,2017,0,0,0,-999,21.226781209507873
115,2018,0,0,0,-999,19.99155704435561
115,2019,0,0,0,-999,20.2921334900852
115,2020,0,1,0,-999,23.74515190001717
115,2021,0,1,0,-999,22.77694466552811
115,2022,0,1,0,-999,23.644782766047367
115,2023,0,1,0,-999,23.081517063735372
116,2016,0,0,0,-999,20.203551141135463
116,2017,0,0,0,-999,18.12650691913503
116,2018,0,0,0,-999,21.72637254441701
116,2019,0,0,0,-999,22.511473975586576
116,2020,0,1,0,-999,20.783191163079813
116,2021,0,1,0,-999,21.97485586891978
116,2022,0,1,0,-999,23.813559477403263
116,2023,0,1,0,-999,23.989680245546165
117,2016,0,0,0,-999,21.16855113264385
117,2017,0,0,0,-999,19.404035263651647
117,2018,0,0,0,-999,20.467418280348927
117,2019,0,0,0,-999,22.8119990571359
117,2020,0,1,0,-999,19.960941836655202
117,2021,0,1,0,-999,23.47930078134616
117,2022,0,1,0,-999,23.303113610208907
117,2023,0,1,0,-999,20.697959395275284
118,2016,0,0,0,-999,16.790741820933718
118,2017,0,0,0,-999,18.49381180062846
118,2018,0,0,0,-999,18.468696399034165
118,2019,0,0,0,-999,19.817487411116147
118,2020,0,1,0,-999,20.642878432477346
118,2021,0,1,0,-999,20.239706014429398
118,2022,0,1,0,-999,17.563388117247996
118,2023,0,1,0,-999,21.282973918453195
119,2016,0,0,0,-999,17.91946281037107
119,2017,0,0,0,-999,20.776427661064364
119,2018,0,0,0,-999,22.582373912711816
119,2019,0,0,0,-999,22.32346956886202
119,2020,0,1,0,-999,23.27279371953123
119,2021,0,1,0,-999,22.2691493939323
119,2022,0,1,0,-999,22.812065482239056
119,2023,0,1,0,-999,21.744917606618614
120,2016,0,0,0,-999,25.839656617540328
120,2017,0,0,0,-999,22.72975842992474
120,2018,0,0,0,-999,24.036006263707854
120,2019,0,0,0,-999,24.578990386980404
120,2020,0,1,0,-999,25.638901052249143
120,2021,0,1,0,-999,24.182500049215022
120,2022,0,1,0,-999,27.315536520976035
120,2023,0,1,0,-999,26.909940763549987
121,2016,1,0,0,-4,20.54663974366429
121,2017,1,0,0,-3,20.306188583662266
121,2018,1,0,0,-2,18.987116162073395
121,2019,1,0,0,-1,22.896921852502036
121,2020,1,1,1,0,26.26738492009635
121,2021,1,1,1,1,27.26877626649001
121,2022,1,1,1,2,25.429738649203678
121,2023,1,1,1,3,26.814641105657557
122,2016,1,0,0,-4,23.112837100665793
122,2017,1,0,0,-3,22.278485689199254
122,2018,1,0,0,-2,25.543396066564515
122,2019,1,0,0,-1,25.355225819429805
122,2020,1,1,1,0,27.573651606306044
122,2021,1,1,1,1,29.246870233762323
122,2022,1,1,1,2,29.954302055337017
122,2023,1,1,1,3,30.39457541226446
123,2016,1,0,0,-4,21.673688380210315
123,2017,1,0,0,-3,21.056599694055354
123,2018,1,0,0,-2,24.895953333076534
123,2019,1,0,0,-1,25.092681008751168
123,2020,1,1,1,0,26.627954954725688
123,2021,1,1,1,1,28.30106030502394
123,2022,1,1,1,2,28.090269168111117
123,2023,1,1,1,3,28.11073680345853
124,2016,1,0,0,-4,17.03075949491183
124,2017,1,0,0,-3,18.00249675709934
124,2018,1,0,0,-2,17.557782315185094
124,2019,1,0,0,-1,19.869064997197842
124,2020,1,1,1,0,22.996582095515606
124,2021,1,1,1,1,22.7258212161139
124,2022,1,1,1,2,22.78696616348865
124,2023,1,1,1,3,26.390175737415202
125,2016,1,0,0,-4,23.266301548796218
125,2017,1,0,0,-3,23.59981604386761
125,2018,1,0,0,-2,24.837087168114675
125,2019,1,0,0,-1,26.013035733068282
125,2020,1,1,1,0,26.940896249888805
125,2021,1,1,1,1,28.77035107702341
125,2022,1,1,1,2,29.26544894184318
125,2023,1,1,1,3,28.022176725020845
126,2016,1,0,0,-4,18.429730706871258
126,2017,1,0,0,-3,18.99901083236646
126,2018,1,0,0,-2,20.071405475536377
126,2019,1,0,0,-1,21.22967455287211
126,2020,1,1,1,0,25.80512999361689
126,2021,1,1,1,1,24.10302771662814
126,2022,1,1,1,2,26.049535959929894
126,2023,1,1,1,3,27.377792559295415
127,2016,1,0,0,-4,19.9977588756299
127,2017,1,0,0,-3,20.14840297798546
127,2018,1,0,0,-2,23.13709164149971
127,2019,1,0,0,-1,20.874291847110864
127,2020,1,1,1,0,24.316335336547283
127,2021,1,1,1,1,26.63188420330521
127,2022,1,1,1,2,26.946818646796128
127,2023,1,1,1,3,27.043178346238943
128,2016,1,0,0,-4,23.76564172888453
128,2017,1,0,0,-3,20.16983047812645
128,2018,1,0,0,-2,24.61692891842244
128,2019,1,0,0,-1,25.188686155988268
128,2020,1,1,1,0,27.62903835019376
128,2021,1,1,1,1,25.55090645431977
128,2022,1,1,1,2,28.800138932101756
128,2023,1,1,1,3,28.529774582243878
129,2016,1,0,0,-4,24.774052915948158
129,2017,1,0,0,-3,26.53272733467383
129,2018,1,0,0,-2,23.789092512200025
129,2019,1,0,0,-1,26.25559231256207
129,2020,1,1,1,0,31.71084411886895
129,2021,1,1,1,1,29.190849046597926
129,2022,1,1,1,2,30.75912643021362
129,2023,1,1,1,3,29.955029197040798
130,2016,1,0,0,-4,28.295710662036594
130,2017,1,0,0,-3,27.271015581321894
130,2018,1,0,0,-2,27.55405966148916
130,2019,1,0,0,-1,27.377150388595215
130,2020,1,1,1,0,30.970465145706306
130,2021,1,1,1,1,35.75070778778928
130,2022,1,1,1,2,32.90605970665669
130,2023,1,1,1,3,35.91932514285451
131,2016,1,0,0,-4,25.58028084857639
131,2017,1,0,0,-3,24.110656528829914
131,2018,1,0,0,-2,24.38051751565722
131,2019,1,0,0,-1,29.131913260753528
131,2020,1,1,1,0,30.151388089189332
131,2021,1,1,1,1,29.84618373167057
131,2022,1,1,1,2,30.6045597211055
131,2023,1,1,1,3,33.050729125436305
132,2016,1,0,0,-4,20.38096079921751
132,2017,1,0,0,-3,23.34430789642479
132,2018,1,0,0,-2,25.232840766205403
132,2019,1,0,0,-1,23.426596136054886
132,2020,1,1,1,0,25.854886064230957
132,2021,1,1,1,1,29.008548735618593
132,2022,1,1,1,2,26.472384743985373
132,2023,1,1,1,3,27.769769648084562
133,2016,1,0,0,-4,24.009273666859517
133,2017,1,0,0,-3,26.16261868713678
133,2018,1,0,0,-2,24.42770367795785
133,2019,1,0,0,-1,24.025602958059842
133,2020,1,1,1,0,30.448101879621664
133,2021,1,1,1,1,27.893981381651066
133,2022,1,1,1,2,27.823235905011472
133,2023,1,1,1,3,30.645956529774413
134,2016,1,0,0,-4,20.73852017472934
134,2017,1,0,0,-3,23.770634345957333
134,2018,1,0,0,-2,22.811890963953214
134,2019,1,0,0,-1,22.305619131574364
134,2020,1,1,1,0,29.602959430079565
134,2021,1,1,1,1,26.965553239584473
134,2022,1,1,1,2,28.531588315520725
134,2023,1,1,1,3,28.86397385022525
135,2016,1,0,0,-4,21.563758476084853
135,2017,1,0,0,-3,20.56948082911045
135,2018,1,0,0,-2,24.827559316442823
135,2019,1,0,0,-1,25.93951149375802
135,2020,1,1,1,0,27.407661201786027
135,2021,1,1,1,1,27.514173246786516
135,2022,1,1,1,2,29.83795168756068
135,2023,1,1,1,3,30.215077296544752
136,2016,1,0,0,-4,21.191388648636433
136,2017,1,0,0,-3,22.400552396504146
136,2018,1,0,0,-2,24.919589701228208
136,2019,1,0,0,-1,24.057818929883833
136,2020,1,1,1,0,26.169399294988764
136,2021,1,1,1,1,27.30504605540152
136,2022,1,1,1,2,28.7984164052705
136,2023,1,1,1,3,27.953957174145742
137,2016,1,0,0,-4,19.333409649226176
137,2017,1,0,0,-3,23.55420359581691
137,2018,1,0,0,-2,24.514229795074108
137,2019,1,0,0,-1,24.12677427615198
137,2020,1,1,1,0,28.119858232371115
137,2021,1,1,1,1,26.141820912561784
137,2022,1,1,1,2,25.87906122850393
137,2023,1,1,1,3,31.797244271674927
138,2016,1,0,0,-4,20.541756553825962
138,2017,1,0,0,-3,21.438156856415443
138,2018,1,0,0,-2,21.699304275829927
138,2019,1,0,0,-1,21.914510575033557
138,2020,1,1,1,0,25.928902309696028
138,2021,1,1,1,1,25.9239130319004
138,2022,1,1,1,2,28.89476087406085
138,2023,1,1,1,3,29.486603782965283
139,2016,1,0,0,-4,21.909638540180715
139,2017,1,0,0,-3,21.32061825814923
139,2018,1,0,0,-2,23.020318644192745
139,2019,1,0,0,-1,22.062108283232593
139,2020,1,1,1,0,25.306061396900184
139,2021,1,1,1,1,25.98151313377379
139,2022,1,1,1,2,27.546144171376937
139,2023,1,1,1,3,28.560999844306313
140,2016,1,0,0,-4,25.53695113049898
140,2017,1,0,0,-3,27.02327722299715
140,2018,1,0,0,-2,26.81447803940323
140,2019,1,0,0,-1,26.589243398426866
140,2020,1,1,1,0,32.57448277145738
140,2021,1,1,1,1,33.36826967160101
140,2022,1,1,1,2,31.779537460108056
140,2023,1,1,1,3,30.815558037099617
141,2016,1,0,0,-4,24.63232488296555
141,2017,1,0,0,-3,25.25189422531203
141,2018,1,0,0,-2,25.13179013458115
141,2019,1,0,0,-1,27.4817254972206
141,2020,1,1,1,0,29.93144852231485
141,2021,1,1,1,1,29.55946982946681
141,2022,1,1,1,2,30.57883358102026
141,2023,1,1,1,3,29.324448842475874
142,2016,1,0,0,-4,16.454664608518193
142,2017,1,0,0,-3,21.258373824623344
142,2018,1,0,0,-2,20.892198376120714
142,2019,1,0,0,-1,22.80316008993792
142,2020,1,1,1,0,25.882326357097153
142,2021,1,1,1,1,24.00602860900998
142,2022,1,1,1,2,25.834934418934235
142,2023,1,1,1,3,27.302380774446586
143,2016,1,0,0,-4,19.40753776379504
143,2017,1,0,0,-3,17.907138197705336
143,2018,1,0,0,-2,19.354957652731258
143,2019,1,0,0,-1,20.87279281318263
143,2020,1,1,1,0,23.637552754141243
143,2021,1,1,1,1,24.893636759638532
143,2022,1,1,1,2,26.79172266091293
143,2023,1,1,1,3,27.257085078431324
144,2016,1,0,0,-4,26.329129184993825
144,2017,1,0,0,-3,25.351669924977354
144,2018,1,0,0,-2,26.15425515504362
144,2019,1,0,0,-1,26.641601029205702
144,2020,1,1,1,0,28.466872818119203
144,2021,1,1,1,1,31.062955851536863
144,2022,1,1,1,2,30.156791574615166
144,2023,1,1,1,3,32.73201951868768
145,2016,1,0,0,-4,22.3573238316263
145,2017,1,0,0,-3,22.325705667165778
145,2018,1,0,0,-2,25.810351404594872
145,2019,1,0,0,-1,24.600755010702365
145,2020,1,1,1,0,28.669835188842786
145,2021,1,1,1,1,30.946780302746692
145,2022,1,1,1,2,30.079232635384948
145,2023,1,1,1,3,32.421046027509725
146,2016,1,0,0,-4,20.998629138904548
146,2017,1,0,0,-3,22.590510711442473
146,2018,1,0,0,-2,22.652512567324603
146,2019,1,0,0,-1,24.851895500202613
146,2020,1,1,1,0,26.183664080735568
146,2021,1,1,1,1,29.229187475629026
146,2022,1,1,1,2,25.264071023039335
146,2023,1,1,1,3,29.289280317618587
147,2016,1,0,0,-4,21.89836869579578
147,2017,1,0,0,-3,25.243192878834318
147,2018,1,0,0,-2,23.270849955119083
147,2019,1,0,0,-1,26.345235098568303
147,2020,1,1,1,0,27.13075211108473
147,2021,1,1,1,1,27.392913989970744
147,2022,1,1,1,2,30.893523847461736
147,2023,1,1,1,3,30.078844079604576
148,2016,1,0,0,-4,23.315283947507215
148,2017,1,0,0,-3,23.7531801504491
148,2018,1,0,0,-2,24.47901143897435
148,2019,1,0,0,-1,24.965985327545628
148,2020,1,1,1,0,26.50947484149452
148,2021,1,1,1,1,27.700015331697017
148,2022,1,1,1,2,28.95644718598843
148,2023,1,1,1,3,32.48854427930338
149,2016,1,0,0,-4,18.484213934894004
149,2017,1,0,0,-3,20.75057336171643
149,2018,1,0,0,-2,19.871065718066905
149,2019,1,0,0,-1,22.902115413722886
149,2020,1,1,1,0,24.317861488654682
149,2021,1,1,1,1,26.51414020597076
149,2022,1,1,1,2,26.496016736949876
149,2023,1,1,1,3,25.00913333097351
150,2016,1,0,0,-4,24.775720473044075
150,2017,1,0,0,-3,25.812257856458096
150,2018,1,0,0,-2,25.189416833120045
150,2019,1,0,0,-1,25.722144428945235
150,2020,1,1,1,0,28.011258858353806
150,2021,1,1,1,1,28.382440393166224
150,2022,1,1,1,2,30.815317512178325
150,2023,1,1,1,3,27.677575862280328
151,2016,1,0,0,-4,21.944296243264393
151,2017,1,0,0,-3,22.696847931240836
151,2018,1,0,0,-2,22.958410022013187
151,2019,1,0,0,-1,23.729522280533175
151,2020,1,1,1,0,26.439158449565976
151,2021,1,1,1,1,28.423413727481645
151,2022,1,1,1,2,29.2751047619851
151,2023,1,1,1,3,30.9551987142267
152,2016,1,0,0,-4,23.613040686599
152,2017,1,0,0,-3,23.205890487328737
152,2018,1,0,0,-2,24.59235472622737
152,2019,1,0,0,-1,23.603617566448385
152,2020,1,1,1,0,27.12628652394999
152,2021,1,1,1,1,29.00955691440637
152,2022,1,1,1,2,29.177327148691536
152,2023,1,1,1,3,29.496029405683892
153,2016,1,0,0,-4,24.114433612324355
153,2017,1,0,0,-3,22.229715246879927
153,2018,1,0,0,-2,24.522946941785577
153,2019,1,0,0,-1,24.46775344979308
153,2020,1,1,1,0,26.4946702222811
153,2021,1,1,1,1,29.389444377726328
153,2022,1,1,1,2,31.445208195997495
153,2023,1,1,1,3,31.074137102036072
154,2016,1,0,0,-4,23.226521125891768
154,2017,1,0,0,-3,21.878674690891533
154,2018,1,0,0,-2,23.890796560805672
154,2019,1,0,0,-1,24.27750848901225
154,2020,1,1,1,0,27.332644150090168
154,2021,1,1,1,1,24.601782609138766
154,2022,1,1,1,2,27.90149323652347
154,2023,1,1,1,3,29.481021978126364
155,2016,1,0,0,-4,20.79592748890747
155,2017,1,0,0,-3,22.248209774864126
155,2018,1,0,0,-2,24.06527516424566
155,2019,1,0,0,-1,22.66779502183923
155,2020,1,1,1,0,26.348163540772138
155,2021,1,1,1,1,24.613082160048585
155,2022,1,1,1,2,26.12532358309506
155,2023,1,1,1,3,28.049687895850226
156,2016,1,0,0,-4,21.482416025905934
156,2017,1,0,0,-3,22.189645008968363
156,2018,1,0,0,-2,23.620352784773306
156,2019,1,0,0,-1,24.518844306269333
156,2020,1,1,1,0,25.81354914416812
156,2021,1,1,1,1,29.34202967296912
156,2022,1,1,1,2,26.813281655745282
156,2023,1,1,1,3,28.690709784646632
157,2016,1,0,0,-4,23.580346236845152
157,2017,1,0,0,-3,23.05359667188422
157,2018,1,0,0,-2,24.145809199161274
157,2019,1,0,0,-1,23.640490292666403
157,2020,1,1,1,0,26.071123779791215
157,2021,1,1,1,1,27.57087264319573
157,2022,1,1,1,2,28.39927740338378
157,2023,1,1,1,3,29.291058227403536
158,2016,1,0,0,-4,24.737402442285376
158,2017,1,0,0,-3,20.976353953960984
158,2018,1,0,0,-2,25.014942592301143
158,2019,1,0,0,-1,24.10120774535541
158,2020,1,1,1,0,29.95146974094461
158,2021,1,1,1,1,28.23184103945259
158,2022,1,1,1,2,31.160552302427604
158,2023,1,1,1,3,30.205023443935183
159,2016,1,0,0,-4,20.258943423805402
159,2017,1,0,0,-3,23.81100555494797
159,2018,1,0,0,-2,24.75957422311806
159,2019,1,0,0,-1,23.523272107181
159,2020,1,1,1,0,29.048439891730812
159,2021,1,1,1,1,26.093548344277114
159,2022,1,1,1,2,25.424893222122076
159,2023,1,1,1,3,29.290861450053022
160,2016,1,0,0,-4,21.607878261225817
160,2017,1,0,0,-3,23.274217269679127
160,2018,1,0,0,-2,25.0014797793425
160,2019,1,0,0,-1,25.572767130091115
