person_id,earnings,training,offer,age,baseline_earnings
582,25649.3372279161,0,0,26,24733.913144140275
583,46087.077409170386,0,0,47,32560.443191390794
584,51541.10357602645,1,0,37,37342.8127455963
585,47547.53049837163,0,0,44,32664.316459034784
586,56873.83487057039,1,1,43,35885.682762611206
587,58667.32371371916,1,0,53,30375.704982246167
588,36923.104344670835,0,1,55,17613.247369358414
589,40434.642656014956,1,1,38,30399.897411601414
590,43870.77496180005,1,1,35,33264.07938276558
591,44708.50331934753,0,0,42,25409.904225062044
592,29725.599617480002,0,1,51,25107.905264611585
593,50258.70676283226,0,0,23,36277.99161895786
594,25824.954954102108,0,1,50,19888.780688557505
595,52206.68422267191,1,0,33,34424.552063785086
596,56207.48765031386,1,1,47,39280.96563489066
597,46888.66464352848,0,0,36,32990.61022842217
598,39625.31197224879,0,0,32,17500.934603915262
599,27218.428694586328,0,0,43,25755.624123961505
600,35205.35096239805,0,1,38,27219.034343434443
601,38517.626178130195,0,0,39,24189.815213142603
602,41113.019254496416,0,1,43,25236.510498982247
603,50152.304029571074,1,0,35,31648.75273559295
604,41156.43224870161,0,0,31,29667.248538995384
605,42847.846460476925,0,1,54,27253.44553255378
606,44343.41497029777,1,0,29,30330.044868651356
607,42258.72987652487,0,1,53,27606.55925809074
608,29759.956303735657,0,0,47,18751.196656667824
609,40478.71419983083,0,1,34,22229.546356377166
610,33162.79493030728,0,0,29,23014.23290175687
611,52454.250814794956,1,0,46,32738.182196292866
612,22884.949506195553,0,1,32,23855.025869397952
613,55132.12712453584,1,0,44,29343.369531143475
614,43054.783811477966,1,0,28,23696.803517034743
615,46745.581008871806,0,1,50,28219.140369053584
616,47525.282420035386,1,0,32,26196.34462331715
617,41825.0833777567,1,1,43,25228.474344030554
618,47226.884746166994,1,0,23,27993.537334303743
619,42534.282882546555,0,1,46,23316.14007370173
620,65909.26616407784,1,0,32,32382.95597402852
621,39455.79306587847,0,1,55,28627.608607719434
622,49596.36905565273,1,1,50,29032.070957743985
623,40782.807510569226,0,0,48,30759.695135420498
624,29503.203317926178,0,1,27,22979.384925640356
625,35210.45605757916,1,0,41,22273.83362433048
626,42011.2475367572,0,0,27,23896.314482081452
627,49362.59972108277,0,0,30,34187.769933553165
628,37850.18761805205,0,1,38,28329.78896990525
629,47119.67158831747,0,0,44,28037.939802856046
630,34529.43578645006,0,0,24,22188.497538501073
631,45031.76801244881,0,1,44,30095.970335771595
632,39025.7676816097,1,0,38,21846.294470434405
633,43701.49442673178,1,0,32,31671.225313649065
634,44994.74015003942,1,0,50,28500.665731851084
635,43551.766474308984,0,0,46,29066.41271449054
636,48837.29942899725,1,0,55,29700.741818451526
637,39654.49009247654,0,1,51,29676.592531829196
638,50262.940920160654,0,0,28,33259.94524829638
639,47851.165180344695,0,1,47,31170.107926813034
640,44462.48668929331,1,1,30,28741.152042125013
641,48653.51131343576,0,0,27,24935.510038791046
642,59574.822553533755,1,1,54,29907.547780340807
643,51374.13888762294,1,0,36,32069.87577996913
644,36839.629880856504,0,1,24,27559.57526989476
645,44466.50776713386,0,0,27,32612.05181626432
646,46623.280761850874,1,1,22,36785.48057118673
647,41090.52144055585,0,1,44,27198.168716291493
648,38785.7319690759,0,1,40,31761.607059922386
649,35071.74096340153,0,0,40,26092.78719333074
650,40800.17213124203,0,1,40,24357.707707707887
651,37929.770252634014,0,0,42,24402.728595345034
652,32995.39398235849,0,1,43,27892.992557455393
653,46346.800669366196,0,1,22,29280.888319431277
654,15441.515926720127,0,1,46,8851.731827734788
655,41672.813220335134,0,1,42,30298.774422587965
656,32354.57773122969,0,0,43,23582.515537532294
657,45928.93879630597,1,1,55,28144.60889569667
658,25335.46446544426,0,0,48,20670.242449243582
659,52288.32746769916,1,0,32,39754.51233462958
660,56971.264684537775,1,0,51,32296.437974370867
661,44336.68109737254,0,1,44,28283.334733390504
662,32872.96532214762,0,0,23,25871.297232863726
663,44276.844115644955,1,1,26,22264.255272668703
664,44804.82573386857,1,0,25,23278.078627543116
665,42853.835738939255,1,1,31,30675.511095845934
666,37866.07309919871,1,1,42,28019.062792481713
667,62898.086673789905,1,0,37,35992.800445727196
668,53105.306489155504,1,1,34,32267.794920584947
669,45350.31725113617,1,1,44,26484.174346226864
670,54625.037334853696,1,1,35,31625.580311071495
671,36317.390713751134,0,0,41,33528.86266121924
672,58737.04835065436,1,1,34,36472.442577788985
673,28254.156622622762,0,1,53,27197.22152048807
674,57163.08466120009,1,0,39,26633.723711730454
675,47107.900016134015,0,1,41,34600.10334673004
676,45647.802691031524,0,0,24,35455.942045265365
677,48322.72285881741,0,1,22,30985.72720566
678,37494.98629620607,0,0,38,31399.70551418564
679,45686.15170125308,1,0,52,30138.88585799943
680,32196.69188603975,0,0,38,22878.779717693757
681,45142.191101476776,0,1,43,33162.69685031564
682,31536.761733859646,0,0,38,29732.64181108169
683,51172.249405809875,1,1,33,28441.401618450243
684,45228.85849658184,0,1,50,29558.255946642705
685,52582.353182339604,1,1,25,34785.0059269684
686,51672.49545061104,1,1,41,30023.86419815221
687,45235.14735391817,1,0,32,22118.11531163678
688,39995.74704651391,0,1,43,23247.93756254717
689,41243.02927404688,1,1,32,28690.932467713963
690,51251.21863630146,1,0,39,32355.411215746342
691,45800.24572855262,1,1,53,31437.455477312098
692,40704.71312383629,1,1,36,24726.928078732075
693,48287.74176723756,1,1,47,28887.020420216344
694,43967.21319943175,1,1,22,34390.0174702556
695,44296.63141521719,0,1,32,27090.01616744785
696,45741.51803974297,1,0,41,30864.618479435954
697,31886.16099210254,1,1,34,27193.137144206878
698,46354.36809327421,1,1,26,21945.43331772418
699,41913.02995905035,0,1,41,28236.467200601786
700,44193.412987399126,1,0,22,26099.620031941686
701,51043.76126441616,1,0,47,31644.267503390896
702,42478.80011472132,0,1,41,32323.273726951877
703,28412.487670615712,0,0,34,14700.396472445329
704,61427.47390012916,1,1,49,34886.643414441154
705,53145.70910581607,1,1,24,35434.72934672969
706,36340.63849470223,1,0,40,24779.23345257
707,41139.909568576775,0,1,55,30787.811781053235
708,54663.831827072594,1,1,45,28640.88475375699
709,46240.038311457996,1,0,43,28761.019589293857
710,36358.68873478882,0,1,23,22630.80390475286
711,47842.76898074441,1,1,37,21754.984501932486
712,35812.634696423476,0,1,55,22757.997839394116
713,40646.67488659169,0,0,48,26268.674661452467
714,50206.266044496675,0,0,45,27139.554180416028
715,45520.830510909014,0,1,24,29219.1811772906
716,37928.15770342178,0,1,42,30123.51146473029
717,51537.57320332613,1,1,49,36249.29261002258
718,36743.627023294495,0,0,44,27435.58189231038
719,40379.78921410611,1,1,43,29128.576094634966
720,60215.26465918385,1,1,25,32655.8549050407
721,46142.78456434323,0,0,22,20767.004681139446
722,47293.51445511939,0,0,26,32839.689148882244
723,35095.82436309202,0,0,25,31547.5856031102
724,24529.27845927977,0,0,22,17939.692818771273
725,41513.39492371711,0,0,43,25673.533977372266
726,48478.9061048443,0,1,39,27470.282807039897
727,47229.26760153961,1,0,53,29768.869188778706
728,38691.482404847506,1,1,39,26576.64982019903
729,51964.584071314064,0,1,53,37220.032107663996
730,37205.281921733476,1,1,43,27037.628310249576
731,56000.04590762538,1,0,34,28569.07491718648
732,28078.940744936353,0,1,23,21026.15895468328
733,51498.4854399047,1,0,48,30012.38140112303
734,49470.35240629736,0,0,36,37239.862114213975
735,44659.28748787957,0,1,43,23560.768026398167
736,57383.81186601372,1,1,40,27635.126685066905
737,47156.92594489575,0,0,43,34944.69472379419
738,40326.9720821083,0,1,30,21517.848941230597
739,42549.795237963655,0,1,51,25734.821661205227
740,39371.74127671629,0,0,52,27659.66561283377
741,50557.115756298466,1,1,51,27535.37753807866
742,48926.7199313272,1,1,47,23751.938668696737
743,51120.8565495398,1,0,51,25747.80177158094
744,54681.13902416032,1,1,46,30304.73786087471
745,60281.160962615046,1,1,52,27093.864390460054
746,64244.55055012626,0,1,41,37077.294426567285
747,45965.5749526154,0,1,25,33779.2469635964
748,41427.60008588218,0,0,38,35186.94265996937
749,34859.37218847689,0,1,32,27699.40719691844
750,33683.60307386455,0,1,28,26464.48529603352
751,43306.93072038348,0,1,27,28012.499134078742
752,67895.80619302955,1,1,42,34258.5154291606
753,48697.14979657027,1,0,44,34395.71613970534
754,32354.02681815289,1,1,49,16931.418977994443
755,56625.00048894422,1,1,53,28125.817954482274
756,44504.679969980665,1,1,31,33227.86518013196
757,53831.360830746315,1,0,39,29231.40340949873
758,57792.615159318826,1,0,26,35403.06961458992
759,44927.65458663802,0,1,22,30948.775933333087
760,43138.98348261212,1,0,22,26074.325990142217
761,44665.93216784546,0,0,46,29984.887297427977
762,52805.05448464024,1,0,46,20334.182530136284
763,39119.81183211328,0,1,27,24883.402100567037
764,42175.35653395301,0,1,42,24878.28259204062
765,55272.824987816624,1,1,32,24907.92421973339
766,39710.176501780756,0,0,55,24394.283127100734
767,56631.442746343615,0,1,36,33188.2998049061
768,48855.577309087486,1,0,47,24774.23009443417
769,64983.45954098654,0,0,35,35120.842546565174
770,56288.46747070411,1,0,39,30004.115183768023
771,54179.525948100694,1,0,33,31912.938713605006
772,44536.44951578676,0,1,53,27405.483484589822
773,52386.519543354654,0,0,49,29426.44971255807
774,46843.38715019575,1,0,23,22390.612438377255
775,40442.07308727724,0,0,25,33082.355686490904
776,40792.91937206983,0,1,43,20232.952099732873
777,48110.69749521049,1,1,46,25281.927494712272
778,59476.05076071268,1,0,39,34793.34201902838
779,55071.87889146849,1,1,22,31663.754840228466
780,34823.254445672625,0,1,34,29009.27779685376
781,56416.4950815404,0,0,22,41441.74516833086
782,57210.52055196406,1,0,53,32293.364676649187
783,35667.13350605609,0,0,24,29431.514351297694
784,45154.51333650063,1,0,53,22714.542936156744
785,35835.06109744976,0,0,36,15379.605024413362
786,47314.948358612346,0,0,44,27256.315546674876
787,39376.80421801271,0,0,54,20754.423136506794
788,53628.38762995419,0,1,49,36959.89074770676
789,25176.7657118116,0,1,27,28314.86664992553
790,45898.38438248624,0,0,35,28450.627435077557
791,45891.31791285127,0,1,38,29861.83186567363
792,56601.39850079892,1,0,35,35940.833450090126
793,43535.877324107416,0,1,52,32320.37477806703
794,45906.30345578162,0,1,37,22969.116300402828
795,58639.198667646626,1,1,35,26357.50485723141
796,54481.791743489106,1,1,53,32253.35548867838
797,42975.84224841226,1,1,54,29601.421781860892
798,53113.2160004531,1,1,49,33821.99625371004
799,44362.01262600833,0,1,45,27229.263080946454
800,49592.448267872336,1,1,41,25558.12233220686
801,53641.43020939254,0,0,36,31163.75314136123
802,44308.34489782299,0,0,25,26740.781956211755
803,41887.49115016489,0,0,55,21450.324911996697
804,51333.35848979056,1,1,30,28987.53695143242
805,59333.28618274899,1,1,30,33508.737883966634
806,55949.645295970666,0,1,29,34519.475002047846
807,42137.88424517521,0,1,24,25786.352869256625
808,47488.31851539936,1,0,40,29305.871275915815
809,36496.28260206177,0,0,22,24061.654600772315
810,41923.37646081573,0,1,29,31900.19855696765
811,39902.03861408074,0,0,51,32776.754962903426
812,42808.07438443146,0,0,30,28581.724737103705
813,42348.166404981195,0,1,48,32645.807679600086
814,38780.82905762065,0,1,24,19636.797033921466
815,43273.58927659657,0,1,54,27056.48854962589
816,43329.126445371585,0,0,52,33224.55543159406
817,62558.03913252071,1,0,46,37065.280779818444
818,51457.90449851912,1,0,31,31261.511634258066
819,45887.828963399836,0,1,42,27618.232015739737
820,41147.129191828106,0,1,42,22190.366766402232
821,52150.078566112905,1,1,35,37048.08860919644
822,47179.21296399213,1,0,45,25374.02655295693
823,29353.3798039017,0,1,46,20006.716124287363
824,49499.1815139699,1,1,24,31518.164285411367
825,52043.163323383254,0,0,33,40861.594195529666
826,49342.634957804854,0,1,41,32757.38488155063
827,40452.319969163196,0,1,25,26914.50867039101
828,59718.279554038774,0,1,41,40716.56809714477
829,58303.98195641761,1,0,35,35835.60107710816
830,36222.17953798125,0,0,40,32954.58874977305
831,47617.861408708886,1,1,22,32404.106895756115
832,32673.63489822099,0,0,37,24215.913543022605
833,51619.205922855515,1,1,55,29891.155122243596
834,43827.21221153626,0,0,31,25281.106570601856
835,49825.97403271576,0,1,50,27285.225801725057
836,33692.67853231072,0,1,47,20712.472074578753
837,39921.77090850561,0,1,37,33968.12835194062
838,60278.124210142494,1,1,54,28320.514264502868
839,52682.99964140028,1,1,53,37134.848769699754
840,52885.11393858703,1,1,50,33717.71282300111
841,46466.07546344742,1,0,50,38014.51171444782
842,43083.315920594985,1,1,37,24975.42498258162
843,47936.96290653672,0,1,41,34445.942432489865
844,30473.272167056813,0,1,32,33426.54375836056
845,49689.8619397441,1,0,39,32413.86155312166
846,39510.25666920827,0,0,39,25207.765515532566
847,53759.373009717354,1,1,31,38348.5259341712
848,49783.35790529135,0,1,26,34510.177528089596
849,47300.79954817202,1,0,40,34536.24220194562
850,56573.35587673157,1,0,34,32602.458253774323
851,44203.28759353593,0,0,23,34679.59230605915
852,54131.66715148075,0,1,34,23355.755748446354
853,62291.54351765784,1,1,53,33732.16435427209
854,44360.433411776736,1,0,25,22015.949073056698
855,39859.18995704896,1,1,40,29508.682362334097
856,51241.434697977864,1,1,46,31249.937616461968
857,41843.631036190105,0,0,40,27374.825284831793
858,63139.63320660242,1,1,52,44386.988205169284
859,47596.33984955973,1,0,50,22108.284203183302
860,38560.10763214465,0,0,25,22824.866594532465
861,31967.210509326378,0,1,31,29798.952203001536
862,58858.3040735626,1,0,37,31910.7519640222
863,37558.0881370361,0,0,33,28913.317422423977
864,41630.399340647855,1,0,38,24552.63291419837
865,53905.27288839472,0,0,48,31593.74271772962
866,53397.74162988915,1,1,39,36990.83421780347
867,37259.09637942326,0,1,40,18725.04192342357
868,47810.55631474158,1,1,38,27271.566267534592
869,33326.19082349879,0,0,36,26947.459359141158
870,43911.07708495071,0,1,50,28683.215754888934
871,50174.88830146789,1,1,24,28027.757340381
872,40226.28464358406,0,1,47,27135.979390488024
873,58921.84459247243,0,1,36,34315.82204330822
874,44938.64838761531,1,1,37,25716.214882817567
875,15015.174891003328,0,1,24,18620.95264069827
876,46586.23075813742,1,1,47,27333.517404383438
877,39587.93758828334,1,1,45,30780.30151618271
878,45773.672268259885,0,0,40,25993.966561264402
879,41729.64019952609,1,0,40,24014.736817671903
880,58023.561232419415,1,1,50,31729.7232722731
881,33023.190716303245,0,1,24,22801.604146156315
882,41745.24511918075,1,0,24,33225.223614483286
883,49277.02637763053,0,0,41,25775.7644737767
884,45646.117261470965,0,0,50,30296.180345632525
885,49625.17682640922,1,0,38,33155.67977756645
886,44703.5397295108,1,1,41,30856.31245671604
887,48674.79021133709,1,1,31,29035.90957270584
888,36909.21251997244,0,1,52,22422.252970596906
889,34291.27941177883,0,1,34,24048.987221770923
890,44894.233996899115,1,0,52,27720.92776743296
891,41127.00972415522,1,1,29,27791.9106744808
892,33662.28454752767,0,1,40,21387.796424182234
893,62287.99902993636,1,1,40,36689.63821436788
894,58496.377268067736,1,1,32,38238.446235112315
895,57045.941818727,1,0,25,33281.39546776726
896,53961.01737073368,0,1,45,38021.58290862634
897,53173.02464990211,0,0,54,33003.02821043938
898,35591.93487969075,0,0,38,24853.494242281777
899,43813.598601317695,0,0,36,27933.18036662739
900,37325.919777018746,0,1,55,24224.000950710484
901,46417.677580146425,0,1,47,32531.816033722083
902,58050.82548585057,1,1,54,37445.63961249735
903,44155.28808492515,0,1,29,22400.520441546658
904,58528.70016903593,0,0,48,29200.765146774673
905,48927.85943725867,0,1,40,29913.766884411816
906,52568.89248462848,1,1,30,35406.29542118056
907,53284.926097439944,1,1,37,29820.975893060295
908,57008.88420775227,0,0,44,34747.511440975424
909,27959.80672591301,1,1,34,24926.5666069576
910,41352.62265087792,0,1,50,20584.538658776077
911,41914.229744446544,0,0,31,22789.36131105145
912,30748.51779235687,0,0,38,14923.798490413094
913,38976.23946405232,0,0,53,26801.03158496054
914,39643.28239179079,0,1,29,22648.263534286423
915,48417.90794507891,1,0,53,27635.56540408267
916,40543.47364009366,1,1,34,29247.466659885893
917,58017.38908975201,1,0,29,31004.00222642721
918,72883.57012796674,1,0,47,38979.210139467286
919,39635.957613403545,0,1,53,32673.624857449162
920,33035.26194182987,1,1,23,23851.58904462776
921,39547.01610712742,1,1,51,28605.00004905281
922,36183.93614363686,0,1,38,22916.621924311865
923,38713.21239135307,0,1,35,24205.103611858405
924,26843.99609676793,0,0,51,17200.534604714503
925,41235.41364350008,0,0,49,20053.391349117584
926,54172.10870121598,1,1,29,30587.541757718347
927,35262.68356553908,0,0,35,26968.169799362044
928,36786.10178704925,1,1,40,23906.477452012437
929,51081.480895197295,1,1,42,30674.96523285865
930,48120.550612328734,1,0,31,31739.85224420202
931,38253.4061418203,0,0,54,23063.242938949632
932,54221.54463577134,1,0,53,40098.477827514434
933,34612.70708126721,0,1,35,29394.34929632523
934,43457.13454425805,1,1,23,27235.696011747772
935,45605.880452145604,1,0,34,28978.37741223295
936,24823.074049398718,0,0,47,20843.505796612182
937,64611.91369438005,1,0,46,36351.66805784802
938,38819.280470598074,0,0,24,27005.440506352126
939,33170.02451119798,1,0,28,28119.869787461357
940,41778.173401775624,0,1,37,24422.671940969813
941,48529.23102801435,0,1,42,34809.55534602533
942,33263.4075341038,0,1,26,28454.094834286774
943,52683.08191654441,1,0,37,28743.38570823744
944,33646.418148640776,0,0,36,35010.12556529962
945,35147.74687118697,1,1,48,25774.04989738547
946,43820.67253555817,1,0,27,25023.906810869783
947,22821.337889015118,0,1,35,15400.785611129359
948,38346.78874307485,0,1,41,27012.908395609506
949,53916.64557411398,1,0,35,30370.930537950822
950,59784.01874481109,1,1,49,26194.797984567107
951,42349.26044485137,1,0,27,26950.384936731258
952,27400.898988386238,0,1,44,11816.545927275061
953,39358.8686510921,0,1,35,24681.322848358588
954,22598.764602828334,0,1,30,24520.8587094849
955,51171.042035685714,1,0,39,32486.80168677378
956,49890.65140080208,1,1,26,32528.780023551524
957,37980.73493327658,1,1,37,26959.152627438034
958,52253.15281602987,1,1,44,33229.00552753772
959,34568.76690361845,0,1,34,22682.986307212435
960,56456.518367348675,1,1,43,37987.75994181625
961,32744.03346971491,0,1,49,24324.28118416944
962,47755.93076122276,1,0,47,27153.355656775726
963,43035.54954168617,0,0,38,22890.533667572046
964,29698.26455168954,0,1,34,19625.066716171015
965,30391.96235836072,0,0,40,29111.189868277386
966,43698.7929301697,0,1,39,30285.473998563943
967,35215.15987251971,0,0,52,31622.767573641886
968,33803.831944308506,0,1,22,29093.864713355462
969,31002.737101732582,0,1,40,24351.921969659536
970,52004.15612835477,1,0,36,35145.14292609248
971,41979.845713103685,1,0,38,28848.044703807656
972,44768.32937229272,0,0,37,26625.66430104212
973,38484.36271099786,0,1,45,27375.930251730893
974,41177.13353292887,0,0,28,20211.78299825606
975,30767.833195380408,0,0,28,23994.855472015865
976,31083.445331057417,0,0,27,19045.740460085086
977,35482.748946262764,1,0,33,24304.61948841036
978,48155.654860904404,1,1,52,29990.041888659827
979,30447.612224557466,0,1,41,21263.84413516977
980,45567.16936812982,0,0,29,26715.814412414362
981,47620.162022314216,0,1,48,23136.096596480038
982,45659.02082465148,0,1,24,29966.540763569697
983,50409.02390916571,1,1,35,24880.98211775251
984,60407.34630506123,1,1,35,33986.35749728863
985,48367.002740092066,1,1,55,29430.452047665593
986,48356.62729157231,1,0,41,24162.08641849688
987,52794.84220434193,1,1,35,33315.37041559152
988,35666.25710606614,1,0,33,25495.585569452647
989,55190.456005528285,1,1,29,31690.779869264803
990,46647.157013427044,0,0,39,23835.089102754915
991,34482.71083895051,0,0,41,28350.238377981095
992,34315.11388006063,1,1,45,23344.184685357337
993,32367.47212080503,0,0,33,20095.157334282474
994,34194.15579859638,0,1,32,29833.415342156783
995,53064.21464487282,0,1,48,27015.141970919005
996,29928.946460578853,0,1,44,27692.000238182645
997,55140.469676495064,1,0,52,30877.625424964597
998,49648.99467696768,1,1,54,35608.63244482164
999,45985.988830194954,0,0,31,22130.423411611588
1000,45331.603672820114,1,0,39,28287.841007330568
1001,62457.32053861154,1,1,35,26183.08151820709
1002,51282.2661249019,1,1,39,27965.0097903871
1003,53005.35112793053,1,0,41,25633.84515336359
1004,56987.38472209226,1,0,53,26498.610988679175
1005,54992.445704781785,1,1,49,29173.085707361985
1006,36696.551487241144,0,0,50,16221.410554608266
1007,33244.64105888796,0,0,45,26064.819426827617
1008,47325.38073057984,1,1,55,30647.712821253255
1009,61957.28072298953,1,0,29,41511.84009404437
1010,35642.776747631375,1,1,32,24166.256148764907
1011,43677.44355135705,1,1,22,31760.447644847587
1012,43617.20440905839,0,0,42,28972.995253387304
1013,46439.351749872556,1,0,26,28156.04011582389
1014,36739.064532281795,0,0,52,27951.2373537796
1015,43186.29245350948,1,0,37,28463.855790797756
1016,39937.84062052769,0,0,27,24860.798912456627
1017,37534.57933866485,0,0,44,23786.021202957552
1018,44254.15057981664,0,1,51,22545.86461618076
1019,33513.802088762925,0,0,55,18840.406458884987
1020,38892.56865530247,0,0,43,29193.924297025515
1021,41888.74119816996,0,1,49,27213.432446172417
1022,45218.562055511546,0,0,44,33595.054250393194
1023,34024.53248833598,0,0,24,30779.0191620626
1024,61452.267957014396,1,0,49,43136.29807899512
1025,54615.13646043801,1,0,35,29643.708505541486
1026,51529.05974902681,1,1,25,34359.23017143875
1027,27302.08281135532,0,1,44,21335.956733509356
1028,42816.494310091184,0,0,37,25331.527178187112
1029,46330.04944173679,1,0,49,27693.990135784406
1030,46506.38837205806,1,1,40,29716.495988996143
1031,29325.862297102598,0,1,27,18422.43710760121
1032,32867.479967106294,0,1,53,23006.928886506685
1033,29257.574901619,0,0,23,20784.265356059128
1034,60454.02046489965,1,1,47,26748.09233926258
1035,58031.79112960817,1,0,34,30028.4513827282
1036,47303.690933073565,0,0,41,22662.71250821415
1037,34188.65951646938,0,0,36,29750.22310853128
1038,53460.93376625742,0,0,54,38486.56946331409
1039,41125.98752574751,0,0,40,34936.93995494419
1040,39637.31724419113,0,0,36,21557.05216400734
1041,62637.80877108392,1,0,38,31728.565064174774
1042,26684.067738941772,0,1,43,28284.241609357527
1043,42266.491728698544,0,0,48,26181.412954838648
1044,46387.96262403035,1,1,42,25629.866818411494
1045,32286.62508507581,0,1,48,19910.04203477246
1046,53022.46408005055,1,1,46,28703.726954688413
1047,52438.42367226365,1,1,27,26350.006836574874
1048,31799.93583179003,0,1,39,17747.716374688735
1049,44528.50096666789,0,1,55,29961.566920579804
1050,41324.85637591442,1,1,43,27200.931707078173
1051,57710.03276303736,1,1,24,36869.68660172528
1052,53558.81285929456,1,1,34,35608.35048449884
1053,44891.944313487234,0,0,33,24127.382737141586
1054,40831.29685739355,0,1,51,24804.971159551227
1055,28844.85261633468,0,0,41,26158.513906161133
1056,43147.317572499,0,1,36,25304.478677759067
1057,28347.893773632535,0,0,30,23660.932787117163
1058,36894.3161551683,0,1,38,24961.020616494494
1059,33281.770191387135,0,0,42,18477.199293334816
1060,37567.49148184772,0,1,29,25981.43831055217
1061,55023.32580079286,1,1,28,32168.016023912296
1062,43638.67358600645,0,0,27,35056.10176326499
1063,52457.33602114575,0,1,42,25636.07373522018
1064,55358.04077629812,1,1,55,33207.24645877328
1065,50115.89804637147,1,0,36,25026.490311832484
1066,28084.80536823155,0,0,24,23360.16909401902
1067,50321.72564189205,0,0,23,29476.61796127481
1068,36783.83367372031,0,0,49,21271.442757412307
1069,26972.87107938232,0,0,49,25761.137258177336
1070,53767.769833254795,1,0,36,32520.5241475763
1071,41855.02934667066,0,0,54,22424.059218257014
1072,46131.717385689975,0,1,51,27101.484651116396
1073,41583.79873252272,0,0,32,27705.399269077072
1074,52046.25928164981,1,0,47,25424.198536285963
1075,36107.37124385637,0,0,22,25310.4738904247
1076,24589.66597876343,0,0,23,22187.897724579045
1077,53773.36457776073,1,0,42,29357.623636160555
1078,41928.31354467459,0,1,40,24245.46733096985
1079,38387.76118958447,0,1,51,30780.68397353825
1080,48699.79232880322,1,1,24,34749.4933459449
1081,55515.46200547762,1,1,44,32540.032904536012
1082,47796.773417417615,1,0,37,32770.01809900547
1083,35263.89844853787,0,0,42,21988.17671069502
1084,53559.16529610604,0,0,32,30974.0486528881
1085,43546.3110946859,1,1,35,30593.46244830022
1086,46310.85799085491,1,1,34,29194.896745269383
1087,33644.62934992558,0,1,33,23628.89727604661
1088,44253.190417016,0,1,43,24906.7106241954
1089,51800.271613693345,1,1,34,24738.01567674218
1090,40613.441066396306,0,1,37,17979.71535051162
1091,41907.44118804086,1,1,55,28189.361625311874
1092,57170.11126086874,1,0,40,38881.116672504126
1093,32957.657181930976,0,1,27,24034.1485298378
1094,51208.595825517434,1,0,41,27339.465654403648
1095,53818.41877436887,1,1,47,24752.21504613189
1096,37652.714006945695,0,1,29,22101.511713614156
1097,38633.8935706554,1,0,53,28557.941277121245
1098,42764.431359557646,0,0,44,18986.818713752877
1099,44151.870994618286,1,1,43,30760.646471383065
1100,37440.05890348262,0,1,42,23804.836199476576
1101,46033.351520960525,0,0,31,20336.2874995617
1102,62460.9482901423,1,1,29,39284.62873769182
1103,39314.13543463987,0,0,35,31635.846165906747
1104,43363.401278685276,0,0,27,26322.345024899663
1105,44331.72943083193,0,1,23,22873.783196110708
1106,38461.12448537227,0,0,45,26889.895965319196
1107,59857.60716379216,1,0,53,35689.33191992611
1108,50021.73832663518,1,0,41,26994.615156124455
1109,38242.61589081148,0,1,35,23382.408093967562
1110,45707.8953313469,0,1,48,25660.921484132377
1111,41002.150277121415,1,0,22,27819.57090749807
1112,62393.798612235216,1,1,43,38862.59930464137
1113,47262.545851587376,1,0,30,24759.6967520137
1114,60796.89392686028,1,1,30,35472.54317754166
1115,35076.67879736358,0,0,38,28628.246544926733
1116,29406.415647303358,0,0,24,25378.280672499997
1117,56115.012449251204,0,0,54,23160.51647258251
1118,52113.00520735914,1,1,43,31336.383133833806
1119,44138.427188897775,0,1,36,31958.33030460032
1120,46441.77128781209,1,0,29,30498.89959574426
1121,41858.86629284331,1,0,43,23116.68479983807
1122,43796.57963964618,0,1,40,23681.00599311705
1123,65774.04222912044,1,1,49,39503.703729292785
1124,38061.49688432075,1,1,29,23502.321369931244
1125,48831.00846945218,1,1,46,28934.635464845443
1126,39893.75197914077,0,0,41,24384.917055967293
1127,32538.878498036054,0,0,33,19331.162398827866
1128,32693.92037167889,1,1,24,15834.466086377099
1129,40501.31132014441,0,1,22,28198.153561832853
1130,37659.55947303155,0,1,40,31021.19318541997
1131,63930.48299906021,1,0,22,38574.948497776255
1132,39084.89765376478,0,0,26,25787.219610140146
1133,52256.70197179052,1,1,37,33673.295276601806
1134,46504.471001493686,0,0,46,25603.04091232219
1135,49894.15884727258,1,1,38,28639.498842179786
1136,44459.843429301334,1,1,44,26441.09034954879
1137,35733.69360320735,0,1,22,34953.318900994505
1138,40191.777768905,1,0,50,25326.903511352804
1139,51428.808830586124,1,1,29,34949.91232249014
1140,42335.97708425057,1,1,37,23381.21818503995
1141,30120.539700461803,0,0,46,21383.51129209519
1142,52464.775916553255,0,1,37,29246.82032330239
1143,39090.33794985748,0,0,36,25949.48215505826
1144,37767.11750055989,1,0,42,20709.769754046447
1145,49015.88101330086,1,0,55,21796.450958455738
1146,29748.46054975977,0,0,37,24014.844448740834
1147,38030.50482043629,0,0,36,32138.66688845903
1148,56136.50547960976,1,1,24,31898.54036419286
1149,39573.11756288614,0,1,46,23399.453238848706
1150,59650.38930386266,1,1,32,40041.31790215318
1151,49328.77189652996,0,0,45,31672.934310703153
1152,26013.366717576268,0,0,55,26922.179627122816
1153,33162.89218161393,0,1,29,29549.90101152265
1154,53230.49185463063,1,0,28,36970.71872838802
1155,39862.80272987773,0,0,34,26179.186536470344
1156,48551.13353240464,0,1,39,27642.6606046078
1157,48743.92494468916,0,0,46,23927.937368040417
